sentence_id	text	translation	lemma	translation_token	translation_lemma
d002.s009	The indices have , however , been slowed by a renewed rise of the dollar , to a new two-month high against the Euro , which `` puts downward pressure on the sectors that are sensitive to the economic situation '' , explained Owen Fitzpatrick from Deutsche Bank .	"تاہم ، ڈالر کی بحالی نے انڈیکس کو سست کردیا ہے ، جو یورو کے مقابلے میں دو ماہ کی نئی بلند ترین سطح پر پہنچ گیا ہے ، جو اقتصادی صورتحال سے حساس شعبوں پر منفی دباؤ ڈالتا ہے "" ، ڈوئچے بینک کے اوون فٹزپیٹرک نے وضاحت کی ."	the indices have , however , been slowed by a renewed rise of the dollar , to a new two-month high against the euro , which `` puts downward pressure on the sectors that are sensitive to the economic situation '' , explained owen fitzpatrick from deutsche bank .	"تاہم ، ڈالر کی بحالی نے انڈیکس کو سست کردیا ہے ، جو یورو کے مقابلے میں دو ماہ کی نئی بلند ترین سطح پر پہنچ گیا ہے ، جو اقتصادی صورتحال سے حساس شعبوں پر منفی دباؤ ڈالتا ہے "" ، ڈوئچے بینک کے اوون فٹزپیٹرک نے وضاحت کی ."	"تاہم ، ڈالر کا بحالی نے انڈیکس کو سست کردنا ہے ، جو یورو کا مقابلہ میں دو ماہ کا نئی بلند ترین سطح پر پہنچنا جانا ہے ، جو اقتصادی صورتحال سے حساس شعبہ پر منفی دباؤ ڈالنا ہے "" ، ڈوئچے بینک کا اوون فٹزپیٹرک نے وضاحت کرنا ."
d002.s010	Technology securities have thereby lost some ground .	ٹیکنالوجی سیکیورٹیز نے اس طرح کچھ زمین کھو دی ہے .	technology securities have thereby lost some ground .	ٹیکنالوجی سیکیورٹیز نے اس طرح کچھ زمین کھو دی ہے .	ٹیکنالوجی سیکیورٹیز نے یہ طرح کچھ زمین کھونا دےنا ہے .
d002.s011	The bond market has fallen .	بانڈز کی مارکیٹ گر گئی ہے .	the bond market has fallen .	بانڈز کی مارکیٹ گر گئی ہے .	بانڈز کا مارکیٹ گرنا جانا ہے .
d002.s012	Treasury 10-year bond yields have grown to 3.540 % against 3.482 % on Tuesday evening , and 30-year bond yields are at 4.497 % against 4.492 % the previous evening .	منگل کی رات کو 10 سالہ بانڈز کی پیداوار میں 3 ہزار 440 فیصد اضافہ ہوا ہے جو کہ 3 ہزار 482 فیصد تھا اور 30 سالہ بانڈز کی پیداوار میں 4 ہزار 497 فیصد اضافہ ہوا ہے جو کہ پچھلی رات کے مقابلے میں 4 ہزار 492 فیصد ہے۔	treasury 10-year bond yields have grown to 3.540 % against 3.482 % on tuesday evening , and 30-year bond yields are at 4.497 % against 4.492 % the previous evening .	منگل کی رات کو 10 سالہ بانڈز کی پیداوار میں 3 ہزار 440 فیصد اضافہ ہوا ہے جو کہ 3 ہزار 482 فیصد تھا اور 30 سالہ بانڈز کی پیداوار میں 4 ہزار 497 فیصد اضافہ ہوا ہے جو کہ پچھلی رات کے مقابلے میں 4 ہزار 492 فیصد ہے ۔	منگل کا رات کو 10 سالہ بانڈز کا پیداوار میں 3 ہزار 440 فیصد اضافہ ہونا ہے جو کہ 3 ہزار 482 فیصد تھا اور 30 سالہ بانڈز کا پیداوار میں 4 ہزار 497 فیصد اضافہ ہونا ہے جو کہ پچھلی رات کا مقابلہ میں 4 ہزار 492 فیصد ہے ۔
d003.s000	Iraqi Oil Ministry reaches deals with 10 foreign oil companies	عراقی وزارت تیل 10 غیر ملکی تیل کمپنیوں کے ساتھ معاہدے پر پہنچ گئی	iraqi oil ministry reaches deals with 10 foreign oil companies	عراقی وزارت تیل 10 غیر ملکی تیل کمپنیوں کے ساتھ معاہدے پر پہنچ گئی	عراقی وزارت تیل 10 غیر ملکی تیل کمپنی کا ساتھ معاہدہ پر پہنچنا جانا
d003.s001	Despite concerns about violence and political instability , the Iraqi government managed to attract major oil companies to rebuild its ailing infrastructure during two auctions that concluded Saturday .	تشدد اور سیاسی عدم استحکام کے خدشات کے باوجود ، عراقی حکومت نے ہفتہ کو اختتام پذیر دو نیلامیوں کے دوران اپنے کمزور بنیادی ڈھانچے کی تعمیر نو کے لئے بڑے تیل کمپنیوں کو اپنی طرف متوجہ کرنے میں کامیاب کیا .	despite concerns about violence and political instability , the iraqi government managed to attract major oil companies to rebuild its ailing infrastructure during two auctions that concluded saturday .	تشدد اور سیاسی عدم استحکام کے خدشات کے باوجود ، عراقی حکومت نے ہفتہ کو اختتام پذیر دو نیلامیوں کے دوران اپنے کمزور بنیادی ڈھانچے کی تعمیر نو کے لئے بڑے تیل کمپنیوں کو اپنی طرف متوجہ کرنے میں کامیاب کیا .	تشدد اور سیاسی عدم استحکام کا خدشہ کا باوجود ، عراقی حکومت نے ہفتہ کو اختتام پذیر دو نیلامی کا دوران اپنا کمزور بنیادی ڈھانچہ کا تعمیر نو کا لئے بڑا تیل کمپنی کو اپنا طرف متوجہ کرنا میں کامیاب کرنا .
d003.s002	The 10 deals the Iraqi Oil Ministry reached with foreign oil companies suggest that China , Russia and European oil firms are poised to play a major role in refurbishing Iraq 's oil industry , crippled by decades of war and sanctions .	غیر ملکی تیل کمپنیوں کے ساتھ عراقی وزارت تیل کے 10 معاہدوں سے پتہ چلتا ہے کہ چین ، روس اور یورپی تیل کمپنیاں عراق کی تیل کی صنعت کی بحالی میں اہم کردار ادا کرنے کے لئے تیار ہیں ، جو کئی دہائیوں سے جنگ اور پابندیوں سے متاثر ہے .	the 10 deals the iraqi oil ministry reached with foreign oil companies suggest that china , russia and european oil firms are poised to play a major role in refurbishing iraq 's oil industry , crippled by decades of war and sanctions .	غیر ملکی تیل کمپنیوں کے ساتھ عراقی وزارت تیل کے 10 معاہدوں سے پتہ چلتا ہے کہ چین ، روس اور یورپی تیل کمپنیاں عراق کی تیل کی صنعت کی بحالی میں اہم کردار ادا کرنے کے لئے تیار ہیں ، جو کئی دہائیوں سے جنگ اور پابندیوں سے متاثر ہے .	غیر ملکی تیل کمپنی کا ساتھ عراقی وزارت تیل کا 10 معاہدہ سے پتہ چلنا ہے کہ چین ، روس اور یورپی تیل کمپنی عراق کا تیل کا صنعت کا بحالی میں اہم کردار ادا کرنا کا لئے تیار ہے ، جو کئی دہائی سے جنگ اور پابندی سے متاثر ہے .
d003.s003	American companies walked away with stakes in just two of the 10 auctioned fields .	امریکی کمپنیوں نے نیلامی کے 10 کھیتوں میں سے صرف دو میں حصص کے ساتھ چلے گئے .	american companies walked away with stakes in just two of the 10 auctioned fields .	امریکی کمپنیوں نے نیلامی کے 10 کھیتوں میں سے صرف دو میں حصص کے ساتھ چلے گئے .	امریکی کمپنی نے نیلامی کا 10 کھیت میں سے صرف دو میں حصص کا ساتھ چلنا جانا .
d003.s004	Seven American companies had paid to participate in the second auction , which began Friday .	سات امریکی کمپنیوں نے دوسری نیلامی میں حصہ لینے کے لئے ادائیگی کی تھی ، جو جمعہ سے شروع ہوئی تھی .	seven american companies had paid to participate in the second auction , which began friday .	سات امریکی کمپنیوں نے دوسری نیلامی میں حصہ لینے کے لئے ادائیگی کی تھی ، جو جمعہ سے شروع ہوئی تھی .	سات امریکی کمپنی نے دوسری نیلامی میں حصہ لےنا کا لئے ادائیگی کرنا تھا ، جو جمعہ سے شروع ہونا تھا .
d003.s005	The only one that submitted a bid lost .	صرف ایک ہے جو ایک پیشکش جمع کرائی ہے کھو دیا .	the only one that submitted a bid lost .	صرف ایک ہے جو ایک پیشکش جمع کرائی ہے کھو دیا .	صرف ایک ہے جو ایک پیشکش جمع کرانا ہے کھونا دےنا .
d003.s006	Two American companies reached deals for fields auctioned in June .	دو امریکی کمپنیوں نے جون میں نیلامی کے لئے کھیتوں کے لئے معاہدے پر پہنچ گئے .	two american companies reached deals for fields auctioned in june .	دو امریکی کمپنیوں نے جون میں نیلامی کے لئے کھیتوں کے لئے معاہدے پر پہنچ گئے .	دو امریکی کمپنی نے جون میں نیلامی کا لئے کھیت کا لئے معاہدہ پر پہنچنا جانا .
d003.s007	The meager representation of American oil giants in Iraq 's opening oil industry surprised analysts .	عراق کی کھلتی ہوئی تیل کی صنعت میں امریکی تیل دیووں کی کم نمائندگی نے تجزیہ کاروں کو حیران کردیا۔	the meager representation of american oil giants in iraq 's opening oil industry surprised analysts .	عراق کی کھلتی ہوئی تیل کی صنعت میں امریکی تیل دیووں کی کم نمائندگی نے تجزیہ کاروں کو حیران کردیا ۔	عراق کا کھلنا ہونا تیل کا صنعت میں امریکی تیل دیووں کا کم نمائندگی نے تجزیہ کار کو حیران کردنا ۔
d003.s008	Iraq finally opened its doors after six years of war , and instead of U.S. companies , you have Asians and Europeans leading the way , said Ruba Husari , the editor of Iraq Oil Forum , an online news outlet .	عراق نے آخر میں چھ سال کی جنگ کے بعد اپنے دروازے کھول دیئے ، اور امریکی کمپنیوں کے بجائے ، آپ کے پاس ایشیائی اور یورپی رہنما ہیں ، روبا حساری نے کہا ، عراق آئل فورم کے ایڈیٹر ، ایک آن لائن نیوز ایجنٹ .	iraq finally opened its doors after six years of war , and instead of u.s. companies , you have asians and europeans leading the way , said ruba husari , the editor of iraq oil forum , an online news outlet .	عراق نے آخر میں چھ سال کی جنگ کے بعد اپنے دروازے کھول دیئے ، اور امریکی کمپنیوں کے بجائے ، آپ کے پاس ایشیائی اور یورپی رہنما ہیں ، روبا حساری نے کہا ، عراق آئل فورم کے ایڈیٹر ، ایک آن لائن نیوز ایجنٹ .	عراق نے آخر میں چھ سال کا جنگ کا بعد اپنا دروازہ کھولنا دےنا ، اور امریکی کمپنی کا بجائے ، آپ کا پاس ایشیائی اور یورپی رہنما ہے ، روبا حساری نے کہہنا ، عراق آئل فورم کا ایڈیٹر ، ایک آن لائن نیوز ایجنٹ .
d003.s009	It will be a long time before anything else will be on offer in Iraq .	عراق میں کسی اور چیز کی پیشکش کرنے میں بہت وقت لگے گا .	it will be a long time before anything else will be on offer in iraq .	عراق میں کسی اور چیز کی پیشکش کرنے میں بہت وقت لگے گا .	عراق میں کوئی اور چیز کا پیشکش کرنا میں بہت وقت لگنا گانا .
d003.s010	Concerns over security , underscored by massive coordinated bombings Tuesday , and political instability as the U.S. military withdraws , likely kept American oil companies from venturing more forcefully in Iraq , which has the world 's third-largest proven crude reserves , analysts said .	تجزیہ کاروں نے کہا کہ سیکیورٹی سے متعلق خدشات ، جس پر منگل کو بڑے پیمانے پر مربوط بم دھماکوں سے زور دیا گیا تھا ، اور امریکی فوج کے پیچھے ہٹنے کے ساتھ سیاسی عدم استحکام نے ممکنہ طور پر امریکی تیل کمپنیوں کو عراق میں زیادہ مضبوطی سے جدوجہد کرنے سے روک دیا ، جس میں دنیا کے تیسرے سب سے بڑے ثابت شدہ خام تیل کے ذخائر ہیں ، تجزیہ کاروں نے کہا .	concerns over security , underscored by massive coordinated bombings tuesday , and political instability as the u.s. military withdraws , likely kept american oil companies from venturing more forcefully in iraq , which has the world 's third-largest proven crude reserves , analysts said .	تجزیہ کاروں نے کہا کہ سیکیورٹی سے متعلق خدشات ، جس پر منگل کو بڑے پیمانے پر مربوط بم دھماکوں سے زور دیا گیا تھا ، اور امریکی فوج کے پیچھے ہٹنے کے ساتھ سیاسی عدم استحکام نے ممکنہ طور پر امریکی تیل کمپنیوں کو عراق میں زیادہ مضبوطی سے جدوجہد کرنے سے روک دیا ، جس میں دنیا کے تیسرے سب سے بڑے ثابت شدہ خام تیل کے ذخائر ہیں ، تجزیہ کاروں نے کہا .	تجزیہ کار نے کہہنا کہ سیکیورٹی سے متعلق خدشہ ، جو پر منگل کو بڑا پیمانے پر مربوط بم دھماکہ سے زور دےنا جانا تھا ، اور امریکی فوج کا پیچھے ہٹنا کا ساتھ سیاسی عدم استحکام نے ممکنہ طور پر امریکی تیل کمپنی کو عراق میں زیادہ مضبوطی سے جدوجہد کرنا سے روکنا دےنا ، جو میں دنیا کا تیسرا سب سے بڑا ثابت شدہ خام تیل کا ذخیرہ ہے ، تجزیہ کار نے کہہنا .
d003.s011	U.S. firms were in some cases at a disadvantage because rivals , particularly the Chinese and other government controlled energy firms , have markedly lower labor costs and are more prone to take risks because they do n't respond to shareholders .	امریکی کمپنیاں بعض صورتوں میں نقصان میں تھیں کیونکہ حریف ، خاص طور پر چینی اور دیگر سرکاری طور پر کنٹرول شدہ توانائی کمپنیاں ، لیبر لاگت میں نمایاں طور پر کم ہیں اور اس وجہ سے خطرہ مول لینے کے لئے زیادہ مستعد ہیں کہ وہ شیئر ہولڈرز کو جواب نہیں دیتے ہیں .	u.s. firms were in some cases at a disadvantage because rivals , particularly the chinese and other government controlled energy firms , have markedly lower labor costs and are more prone to take risks because they do n't respond to shareholders .	امریکی کمپنیاں بعض صورتوں میں نقصان میں تھیں کیونکہ حریف ، خاص طور پر چینی اور دیگر سرکاری طور پر کنٹرول شدہ توانائی کمپنیاں ، لیبر لاگت میں نمایاں طور پر کم ہیں اور اس وجہ سے خطرہ مول لینے کے لئے زیادہ مستعد ہیں کہ وہ شیئر ہولڈرز کو جواب نہیں دیتے ہیں .	امریکی کمپنی بعض صورت میں نقصان میں تھا کیونکہ حریف ، خاص طور پر چینی اور دیگر سرکاری طور پر کنٹرول شدہ توانائی کمپنی ، لیبر لاگت میں نمایاں طور پر کم ہے اور یہ وجہ سے خطرہ مولنا لےنا کا لئے زیادہ مستعد ہے کہ وہ شیئر ہولڈرز کو جواب نہیں دےنا ہے .
d003.s012	Exxon-Mobil and Occidental Petroleum Inc. were the only American companies that reached deals with the ministry .	Exxon-Mobil اور Occidental Petroleum Inc. صرف امریکی کمپنیاں تھیں جو وزارت کے ساتھ معاہدے پر پہنچ گئیں۔	exxon-mobil and occidental petroleum inc. were the only american companies that reached deals with the ministry .	Exxon-Mobil اور Occidental Petroleum Inc. صرف امریکی کمپنیاں تھیں جو وزارت کے ساتھ معاہدے پر پہنچ گئیں ۔	Exxon-Mobil اور Occidental Petroleum Inc. صرف امریکی کمپنی تھا جو وزارت کا ساتھ معاہدہ پر پہنچنا جانا ۔
d003.s013	Major U.S. firms such as Chevron and ConocoPhillips , which have cultivated close ties with the Iraqi Oil Ministry and have provided technical advice in recent years , walked away empty-handed .	اہم امریکی فرمیں جیسے شیورون اور کونوکو فلپس ، جنہوں نے عراق کی وزارت تیل کے ساتھ قریبی تعلقات قائم کیے ہیں اور حالیہ برسوں میں تکنیکی مشاورت فراہم کی ہے ، خالی ہاتھ چلے گئے۔	major u.s. firms such as chevron and conocophillips , which have cultivated close ties with the iraqi oil ministry and have provided technical advice in recent years , walked away empty-handed .	اہم امریکی فرمیں جیسے شیورون اور کونوکو فلپس ، جنہوں نے عراق کی وزارت تیل کے ساتھ قریبی تعلقات قائم کیے ہیں اور حالیہ برسوں میں تکنیکی مشاورت فراہم کی ہے ، خالی ہاتھ چلے گئے ۔	اہم امریکی فرم جیسے شیورون اور کونوکو فلپس ، جو نے عراق کا وزارت تیل کا ساتھ قریبی تعلق قائم کرنا ہے اور حالیہ برس میں تکنیکی مشاورت فراہم کرنا ہے ، خالی ہاتھ چلنا جانا ۔
d003.s014	Russian companies Lukoil and Gazprom were the top stakeholders in two of the contracts awarded this weekend .	اس ہفتے کے آخر میں دو معاہدوں میں روسی کمپنیوں لوکائل اور گیس پروم سب سے زیادہ دلچسپی رکھنے والے تھے .	russian companies lukoil and gazprom were the top stakeholders in two of the contracts awarded this weekend .	اس ہفتے کے آخر میں دو معاہدوں میں روسی کمپنیوں لوکائل اور گیس پروم سب سے زیادہ دلچسپی رکھنے والے تھے .	یہ ہفتہ کا آخر میں دو معاہدہ میں روسی کمپنی لوکائل اور گیس پروم سب سے زیادہ دلچسپی رکھنا والا تھا .
d003.s015	State-owned China National Petroleum Corporation bid on more contracts than any other company and walked away with large stakes in contracts for two major fields .	سرکاری ملکیت کی چین نیشنل پیٹرولیم کارپوریشن نے کسی بھی دوسری کمپنی کے مقابلے میں زیادہ معاہدوں پر بولی اور دو بڑے شعبوں کے معاہدوں میں بڑے حصص کے ساتھ چلے گئے .	state-owned china national petroleum corporation bid on more contracts than any other company and walked away with large stakes in contracts for two major fields .	سرکاری ملکیت کی چین نیشنل پیٹرولیم کارپوریشن نے کسی بھی دوسری کمپنی کے مقابلے میں زیادہ معاہدوں پر بولی اور دو بڑے شعبوں کے معاہدوں میں بڑے حصص کے ساتھ چلے گئے .	سرکاری ملکیت کا چین نیشنل پیٹرولیم کارپوریشن نے کوئی بھی دوسری کمپنی کا مقابلہ میں زیادہ معاہدہ پر بولنا اور دو بڑا شعبہ کا معاہدہ میں بڑا حصص کا ساتھ چلنا جانا .
d003.s016	We all know that China is on track to become a major economic as well as technological power , Oil Ministry spokesman Assam Jihad said .	ہم سب جانتے ہیں کہ چین ایک بڑی معاشی اور تکنیکی طاقت بننے کی راہ پر گامزن ہے ، وزارت تیل کے ترجمان آسام جہاد نے کہا .	we all know that china is on track to become a major economic as well as technological power , oil ministry spokesman assam jihad said .	ہم سب جانتے ہیں کہ چین ایک بڑی معاشی اور تکنیکی طاقت بننے کی راہ پر گامزن ہے ، وزارت تیل کے ترجمان آسام جہاد نے کہا .	ہم سب جاننا ہے کہ چین ایک بڑی معاشی اور تکنیکی طاقت بننا کا راہ پر گامزن ہے ، وزارت تیل کا ترجمان آسام جہاد نے کہہنا .
d003.s017	We feel confident that the Chinese company will be on par with its competitors and will deliver on its commitments towards Iraq .	ہمیں یقین ہے کہ چینی کمپنی اپنے حریفوں کے برابر ہوگی اور عراق کے ساتھ اپنے وعدوں کو پورا کرے گی۔	we feel confident that the chinese company will be on par with its competitors and will deliver on its commitments towards iraq .	ہمیں یقین ہے کہ چینی کمپنی اپنے حریفوں کے برابر ہوگی اور عراق کے ساتھ اپنے وعدوں کو پورا کرے گی ۔	ہم یقین ہے کہ چینی کمپنی اپنا حریف کا برابر ہونا اور عراق کا ساتھ اپنا وعدہ کو پورا کرنا گانا ۔
d003.s018	Companies pre-selected to submit bids made offers that were then compared to the per barrel fee the ministry was willing to pay for boosting output above current levels at each field .	پیشگی طور پر منتخب کردہ کمپنیوں نے پیشکشیں کیں جو اس کے بعد فی بیرل فیس کے مقابلے میں پیش کی گئیں۔ وزارت ہر فیلڈ میں موجودہ سطح سے اوپر پیداوار بڑھانے کے لئے ادائیگی کرنے کو تیار تھی۔	companies pre-selected to submit bids made offers that were then compared to the per barrel fee the ministry was willing to pay for boosting output above current levels at each field .	پیشگی طور پر منتخب کردہ کمپنیوں نے پیشکشیں کیں جو اس کے بعد فی بیرل فیس کے مقابلے میں پیش کی گئیں ۔ وزارت ہر فیلڈ میں موجودہ سطح سے اوپر پیداوار بڑھانے کے لئے ادائیگی کرنے کو تیار تھی ۔	پیشگی طور پر منتخب کردہ کمپنی نے پیشکش کرنا جو یہ کا بعد فی بیرل فیس کا مقابلہ میں پیش کرنا جانا ۔ وزارت ہر فیلڈ میں موجودہ سطح سے پر پیداوار بڑھانا کا لئے ادائیگی کرنا کو تیار تھا ۔
d004.s000	US banks repay state support	امریکی بینک ریاستی معاونت واپس کرتے ہیں	us banks repay state support	امریکی بینک ریاستی معاونت واپس کرتے ہیں	امریکی بینک ریاستی معاونت واپس کرنا ہے
d004.s001	The crisis-hit US major banks are breaking free from their state shackles .	بحران سے متاثرہ امریکی بڑے بینک اپنی ریاستی زنجیروں سے چھٹکارا حاصل کر رہے ہیں .	the crisis-hit us major banks are breaking free from their state shackles .	بحران سے متاثرہ امریکی بڑے بینک اپنی ریاستی زنجیروں سے چھٹکارا حاصل کر رہے ہیں .	بحران سے متاثرہ امریکی بڑا بینک اپنا ریاستی زنجیر سے چھٹکارانا حاصل کرنا رہنا ہے .
d004.s002	On Wednesday Bank of America repaid the support from the bank protection fund TARP in the amount USD 45 billion ( nearly EUR 30 billion ) in one go .	بدھ کے روز ، بینک آف امریکہ نے بینک تحفظ فنڈ ٹی اے آر پی سے 45 ارب امریکی ڈالر (تقریباً 30 ارب یورو) کی رقم ایک بار میں واپس کردی .	on wednesday bank of america repaid the support from the bank protection fund tarp in the amount usd 45 billion ( nearly eur 30 billion ) in one go .	بدھ کے روز ، بینک آف امریکہ نے بینک تحفظ فنڈ ٹی اے آر پی سے 45 ارب امریکی ڈالر ( تقریباً 30 ارب یورو ) کی رقم ایک بار میں واپس کردی .	مت کا روز ، بینک آف امریکہ نے بینک تحفظ فنڈ ٹی اے آر پی سے 45 ارب امریکی ڈالر ( تقریباً 30 ارب یورو ) کا رقم ایک بار میں واپس کردنا .
d004.s003	And , according to reports from US broadcaster CNBC , Citigroup is also planning to repay the state support .	اور ، امریکی نشریاتی ادارے سی این بی سی کی رپورٹوں کے مطابق ، Citigroup بھی ریاستی حمایت واپس کرنے کا ارادہ رکھتی ہے .	and , according to reports from us broadcaster cnbc , citigroup is also planning to repay the state support .	اور ، امریکی نشریاتی ادارے سی این بی سی کی رپورٹوں کے مطابق ، Citigroup بھی ریاستی حمایت واپس کرنے کا ارادہ رکھتی ہے .	اور ، امریکی نشریاتی ادارہ سی این بی سی کا رپورٹ کا مطابق ، Citigroup بھی ریاستی حمایت واپس کرنا کا ارادہ رکھنا ہے .
d004.s004	The institutions thereby want to wiggle themselves free from the restrictions going hand-in-hand with the acceptance of the money , such as the limits on manager bonuses and the paying of high charges .	اس طرح ، ادارے رقم قبول کرنے کے ساتھ ساتھ جانے والی پابندیوں سے خود کو آزاد کرنا چاہتے ہیں ، جیسے مینیجر بونس اور اعلی فیسوں کی ادائیگی کی حد .	the institutions thereby want to wiggle themselves free from the restrictions going hand-in-hand with the acceptance of the money , such as the limits on manager bonuses and the paying of high charges .	اس طرح ، ادارے رقم قبول کرنے کے ساتھ ساتھ جانے والی پابندیوں سے خود کو آزاد کرنا چاہتے ہیں ، جیسے مینیجر بونس اور اعلی فیسوں کی ادائیگی کی حد .	یہ طرح ، ادارہ رقم قبول کرنا کا ساتھ ساتھ جانا والا پابندی سے خود کو آزاد کرنا چاہنا ہے ، جیسے مینیجر بونس اور اعلی فیسوں کا ادائیگی کا حد .
d004.s005	Bank of America had raised some USD 19 billion from investors through convertible loans .	بینک آف امریکہ نے سرمایہ کاروں سے کنورٹیبل قرضوں کے ذریعے 19 ارب ڈالر جمع کیے تھے۔	bank of america had raised some usd 19 billion from investors through convertible loans .	بینک آف امریکہ نے سرمایہ کاروں سے کنورٹیبل قرضوں کے ذریعے 19 ارب ڈالر جمع کیے تھے ۔	بینک آف امریکہ نے سرمایہ کار سے کنورٹیبل قرض کا ذریعہ 19 ارب ڈالر جمع کرنا تھا ۔
d004.s006	The rest of the amount was taken from its own kitty , which was well filled through the sale of business units .	باقی رقم اس کی اپنی بلی سے لی گئی تھی ، جو بزنس یونٹس کی فروخت کے ذریعے اچھی طرح سے بھر گئی تھی .	the rest of the amount was taken from its own kitty , which was well filled through the sale of business units .	باقی رقم اس کی اپنی بلی سے لی گئی تھی ، جو بزنس یونٹس کی فروخت کے ذریعے اچھی طرح سے بھر گئی تھی .	باقی رقم یہ کا اپنا بلی سے لےنا جانا تھا ، جو بزنس یونٹ کا فروخت کا ذریعہ اچھا طرح سے بھرنا جانا تھا .
d004.s007	Bank head Kenneth Lewis extended his express thanks to the American taxpayer on Wednesday evening : The cash injection helped over a very difficult time .	بینک کے سربراہ کینتھ لیوس نے بدھ کی شام امریکی ٹیکس دہندگان کا اظہار تشکر کیا:	bank head kenneth lewis extended his express thanks to the american taxpayer on wednesday evening : the cash injection helped over a very difficult time .	بینک کے سربراہ کینتھ لیوس نے بدھ کی شام امریکی ٹیکس دہندگان کا اظہار تشکر کیا :	بینک کا سربراہ کینتھ لیوس نے مت کا شام امریکی ٹیکس دہندہ کا اظہار تشکر کرنا :
d004.s008	The bank overstretched at the height of the financial crisis by taking over the investment bank Merrill Lynch .	بینک مالیاتی بحران کے عروج پر سرمایہ کاری بینک Merrill Lynch پر قبضہ کر کے overstretched .	the bank overstretched at the height of the financial crisis by taking over the investment bank merrill lynch .	بینک مالیاتی بحران کے عروج پر سرمایہ کاری بینک Merrill Lynch پر قبضہ کر کے overstretched .	بینک مالیاتی بحران کا عروج پر سرمایہ کاری بینک Merrill Lynch پر قبضہ کرنا کرنا overstretched .
d004.s009	Citigroup also plans to raise cash on the capital market to free itself from its liabilities with the state .	Citigroup نے ریاست کے ساتھ اپنے قرضوں سے چھٹکارا حاصل کرنے کے لئے سرمایہ مارکیٹ پر نقد رقم جمع کرنے کا بھی منصوبہ بنایا ہے .	citigroup also plans to raise cash on the capital market to free itself from its liabilities with the state .	Citigroup نے ریاست کے ساتھ اپنے قرضوں سے چھٹکارا حاصل کرنے کے لئے سرمایہ مارکیٹ پر نقد رقم جمع کرنے کا بھی منصوبہ بنایا ہے .	Citigroup نے ریاست کا ساتھ اپنا قرض سے چھٹکارانا حاصل کرنا کا لئے سرمایہ مارکیٹ پر نقد رقم جمع کرنا کا بھی منصوبہ بنانا ہے .
d004.s010	Already on Thursday , the US bank was able to announce a capital increase of some USD 20 billion , reported CNBC with reference to circles .	جمعرات کو ، امریکی بینک تقریبا 20 بلین امریکی ڈالر کی سرمایہ کاری میں اضافے کا اعلان کرنے میں کامیاب رہا ، سی این بی سی نے حلقوں کے حوالہ سے اطلاع دی .	already on thursday , the us bank was able to announce a capital increase of some usd 20 billion , reported cnbc with reference to circles .	جمعرات کو ، امریکی بینک تقریبا 20 بلین امریکی ڈالر کی سرمایہ کاری میں اضافے کا اعلان کرنے میں کامیاب رہا ، سی این بی سی نے حلقوں کے حوالہ سے اطلاع دی .	جمعرات کو ، امریکی بینک تقریبا 20 بلین امریکی ڈالر کا سرمایہ کاری میں اضافہ کا اعلان کرنا میں کامیاب رہنا ، سی این بی سی نے حلقہ کا حوالہ سے اطلاع دےنا .
d004.s011	A Citigroup spokesman declined to comment .	Citigroup کے ایک ترجمان نے تبصرہ کرنے سے انکار کر دیا .	a citigroup spokesman declined to comment .	Citigroup کے ایک ترجمان نے تبصرہ کرنے سے انکار کر دیا .	Citigroup کا ایک ترجمان نے تبصرہ کرنا سے انکار کرنا دےنا .
d004.s012	Goldman Sachs , JP Morgan Chase and Morgan Stanley had already repaid their support in June .	گولڈمن ساکس ، جے پی مورگن چیس اور مورگن سٹینلے نے جون میں اپنی حمایت واپس کردی تھی .	goldman sachs , jp morgan chase and morgan stanley had already repaid their support in june .	گولڈمن ساکس ، جے پی مورگن چیس اور مورگن سٹینلے نے جون میں اپنی حمایت واپس کردی تھی .	گولڈمن ساکس ، جے پی مورگن چیس اور مورگن سٹینلے نے جون میں اپنا حمایت واپس کردنا تھا .
d005.s000	Cheshire Appeal Will Point to Twitter	چیشائر اپیل ٹویٹر کی طرف اشارہ کرے گی	cheshire appeal will point to twitter	چیشائر اپیل ٹویٹر کی طرف اشارہ کرے گی	چیشائر اپیل ٹویٹر کا طرف اشارہ کرنا گانا
d005.s001	There were half a dozen of them typing away in the courtroom rows .	ان میں سے نصف درجن عدالت کے کمرے میں صفوں میں ٹائپنگ دور تھے .	there were half a dozen of them typing away in the courtroom rows .	ان میں سے نصف درجن عدالت کے کمرے میں صفوں میں ٹائپنگ دور تھے .	یہ میں سے نصف درجن عدالت کا کمرے میں صف میں ٹائپنگ دور تھا .
d005.s002	Minute by minute , they sent out reports of gruesome testimony via Twitter .	منٹ بعد منٹ ، انہوں نے ٹویٹر کے ذریعے خوفناک گواہی کی رپورٹیں بھیجا .	minute by minute , they sent out reports of gruesome testimony via twitter .	منٹ بعد منٹ ، انہوں نے ٹویٹر کے ذریعے خوفناک گواہی کی رپورٹیں بھیجا .	منٹ بعد منٹ ، وہ نے ٹویٹر کا ذریعہ خوفناک گواہی کا رپورٹ بھیجنا .
