Token ID	Source Token	Source Lemma	Source POS	Translated Token	Translated Lemma	Synset ID	Link in Dictionary?	same_meaning	translation_equivalents
wf	going	go	 	 	 	 			
wf	to	to	 	 	 	 			
wf	let	let	 	 	 	 			
wf	anyone	anyone	 	 	 	 			
wf	take	take	 	 	 	 			
wf	away	away	 	 	 	 			
wf	what	what	 	 	 	 			
wf	they	they	 	 	 	 			
wf	had	have	 	 	 	 			
wf	earned	earn	 	 	 	 			
wf	during	during	 	 	 	 			
wf	the	the	 	 	 	 			
wf	first	first	 	 	 	 			
wf	thirty	thirty	 	 	 	 			
d001.s013.t001	minutes	minute	N	منٹ	منٹ	bn:00055094n	FALSE		
wf	.	.	 	 	 	 			
wf	However	however	 	 	 	 			
wf	","	","	 	 	 	 			
wf	Pnini	pninus	 	 	 	 			
wf	and	and	 	 	 	 			
wf	Eidson	eidson	 	 	 	 			
wf	","	","	 	 	 	 			
wf	the	the	 	 	 	 			
wf	best	best	 	 	 	 			
wf	on	on	 	 	 	 			
wf	their	they	 	 	 	 			
d001.s014.t000	team	team	N	ٹیم	ٹیم	bn:00073699n	FALSE		
wf	","	","	 	 	 	 			
wf	did	do	 	 	 	 			
wf	not	not	 	 	 	 			
wf	give	give	 	 	 	 			
wf	up	up	 	 	 	 			
wf	and	and	 	 	 	 			
wf	tried	try	 	 	 	 			
wf	to	to	 	 	 	 			
wf	keep	keep	 	 	 	 			
wf	their	they	 	 	 	 			
d001.s014.t001	team	team	N	ٹیم	ٹیم	bn:00073699n	FALSE		
wf	alive	alive	 	 	 	 			
wf	from	from	 	 	 	 			
wf	the	the	 	 	 	 			
wf	three-point	three-point	 	 	 	 			
d001.s014.t002	line	line	N	لائن	لائن	bn:00051301n	FALSE		
wf	(	(	 	 	 	 			
wf	70-77	70-77	 	 	 	 			
wf	)	)	 	 	 	 			
wf	.	.	 	 	 	 			
wf	In	in	 	 	 	 			
d001.s015.t000	spite	spite	N	باوجود	باوجود	bn:00053001n	FALSE		
wf	of	of	 	 	 	 			
wf	this	this	 	 	 	 			
wf	","	","	 	 	 	 			
wf	and	and	 	 	 	 			
wf	with	with	 	 	 	 			
wf	Splitter	splitter	 	 	 	 			
wf	fouling	foul	 	 	 	 			
wf	out	out	 	 	 	 			
wf	","	","	 	 	 	 			
wf	Ivonic	ivonic	 	 	 	 			
wf	's	's	 	 	 	 			
d001.s015.t001	team	team	N	ٹیم	ٹیم	bn:00073699n	FALSE		
wf	did	do	 	 	 	 			
wf	n't	n't	 	 	 	 			
wf	rush	rush	 	 	 	 			
wf	","	","	 	 	 	 			
wf	defended	defend	 	 	 	 			
wf	well	well	 	 	 	 			
wf	","	","	 	 	 	 			
wf	and	and	 	 	 	 			
wf	","	","	 	 	 	 			
wf	even	even	 	 	 	 			
wf	though	though	 	 	 	 			
wf	the	the	 	 	 	 			
wf	Israelis	israeli	 	 	 	 			
wf	came	come	 	 	 	 			
wf	close	close	 	 	 	 			
wf	at	at	 	 	 	 			
wf	the	the	 	 	 	 			
d001.s015.t002	last minute	last_minute	N	آخری	آخری	bn:00030341n	FALSE		
wf	","	","	 	 	 	 			
wf	the	the	 	 	 	 			
wf	was	be	 	 	 	 			
wf	already	already	 	 	 	 			
wf	won	win	 	 	 	 			
wf	and	and	 	 	 	 			
d001.s015.t004	victory	victory	N	اور	اور	bn:00078365n	FALSE		
wf	escaped	escape	 	 	 	 			
wf	Tel	tel	 	 	 	 			
wf	Aviv	aviv	 	 	 	 			
wf	for	for	 	 	 	 			
wf	the	the	 	 	 	 			
wf	first	first	 	 	 	 			
d001.s015.t005	time	time	N	پہلی	پہلا	bn:00019848n	FALSE		
wf	in	in	 	 	 	 			
wf	the	the	 	 	 	 			
wf	.	.	 	 	 	 			
d002.s000.t000	Wall Street	wall_street	N	وال	وال	bn:00076788n	FALSE		
wf	closes	close	 	 	 	 			
wf	without	without	 	 	 	 			
d002.s000.t001	momentum	momentum	N	بغیر	بغیر	bn:00046200n	FALSE		
wf	","	","	 	 	 	 			
wf	slowed	slow	 	 	 	 			
wf	by	by	 	 	 	 			
wf	a	a	 	 	 	 			
wf	strengthening	strengthening	 	 	 	 			
d002.s000.t002	dollar	dollar	N	مضبوط	مضبوط	bn:00028114n	FALSE		
wf	The	the	 	 	 	 			
d002.s001.t000	New York Stock Exchange	new_york_stock_exchange	N	ایکسچینج	ایکسچینج	bn:00010302n	TRUE		
wf	closed	close	 	 	 	 			
wf	with	with	 	 	 	 			
wf	no	no	 	 	 	 			
wf	particular	particular	 	 	 	 			
wf	on	on	 	 	 	 			
d002.s001.t002	Friday	friday	N	خاص	خاص	bn:00036512n	FALSE		
wf	","	","	 	 	 	 			
wf	in	in	 	 	 	 			
wf	a	a	 	 	 	 			
wf	torn	tear	 	 	 	 			
wf	between	between	 	 	 	 			
wf	better	better	 	 	 	 			
wf	than	than	 	 	 	 			
wf	expected	expect	 	 	 	 			
d002.s001.t004	indicators	indicator	N	بہتر	بہتر	bn:00046418n	FALSE		
wf	in	in	 	 	 	 			
wf	the	the	 	 	 	 			
d002.s001.t005	United States	united_states	N	اشارے	اشارہ	bn:00003341n	TRUE		
wf	and	and	 	 	 	 			
wf	a	a	 	 	 	 			
wf	strengthening	strengthening	 	 	 	 			
d002.s001.t006	dollar	dollar	N	کر	کرنا	bn:00028114n	FALSE		
wf	:	:	 	 	 	 			
wf	the	the	 	 	 	 			
wf	gained	gain	 	 	 	 			
wf	0.63	0.63	 	 	 	 			
wf	%	%	 	 	 	 			
wf	but	but	 	 	 	 			
wf	the	the	 	 	 	 			
d002.s001.t008	NASDAQ	nasdaq	N	کیا	کرنا	bn:00056893n	FALSE		
wf	dropped	drop	 	 	 	 			
wf	0.03	0.03	 	 	 	 			
wf	%	%	 	 	 	 			
wf	.	.	 	 	 	 			
wf	According	accord	 	 	 	 			
wf	to	to	 	 	 	 			
wf	final	final	 	 	 	 			
d002.s002.t000	closing	closing	N	کر	کرنا	bn:00019966n	TRUE		
d002.s002.t001	figures	figure	N	اعداد	عدد	bn:00034394n	TRUE		
wf	","	","	 	 	 	 			
wf	the	the	 	 	 	 			
wf	Dow	dow	 	 	 	 			
wf	Jones	jone	 	 	 	 			
wf	Industrial	industrial	 	 	 	 			
wf	Average	average	 	 	 	 			
wf	has	have	 	 	 	 			
wf	risen	rise	 	 	 	 			
wf	by	by	 	 	 	 			
wf	65.67	65.67	 	 	 	 			
d002.s002.t002	points	point	N	پوائنٹس	پوائنٹس	bn:00025966n	FALSE		
wf	to	to	 	 	 	 			
wf	10	10	 	 	 	 			
wf	471.50	471.50	 	 	 	 			
d002.s002.t003	points	point	N	پوائنٹس	پوائنٹس	bn:00025966n	FALSE		
wf	","	","	 	 	 	 			
wf	whereas	whereas	 	 	 	 			
wf	the	the	 	 	 	 			
wf	","	","	 	 	 	 			
wf	with	with	 	 	 	 			
wf	a	a	 	 	 	 			
d002.s002.t005	technology	technology	N	ٹیکنالوجی	ٹیکنالوجی	bn:00005105n	FALSE		
d002.s002.t006	predominance	predominance	N	غالب	غالب	bn:00064119n	TRUE		
wf	","	","	 	 	 	 			
wf	fell	fall	 	 	 	 			
wf	by	by	 	 	 	 			
wf	0.55	0.55	 	 	 	 			
d002.s002.t007	point	point	N	پوائنٹس	پوائنٹس	bn:00025966n	FALSE		
wf	to	to	 	 	 	 			
wf	2	2	 	 	 	 			
wf	190.31	190.31	 	 	 	 			
d002.s002.t008	points	point	N	پوائنٹس	پوائنٹس	bn:00025966n	FALSE		
wf	.	.	 	 	 	 			
wf	The	the	 	 	 	 			
wf	wider	wider	 	 	 	 			
wf	Standard	standard	 	 	 	 			
wf	&amp;	&amp;	 	 	 	 			
wf	Poor	poor	 	 	 	 			
wf	's	's	 	 	 	 			
wf	500	500	 	 	 	 			
wf	has	have	 	 	 	 			
wf	itself	itself	 	 	 	 			
wf	advanced	advance	 	 	 	 			
wf	by	by	 	 	 	 			
wf	0.37	0.37	 	 	 	 			
wf	%	%	 	 	 	 			
wf	(	(	 	 	 	 			
wf	4.06	4.06	 	 	 	 			
d002.s003.t000	points	point	N	پوائنٹس	پوائنٹس	bn:00025966n	FALSE		
wf	)	)	 	 	 	 			
wf	to	to	 	 	 	 			
wf	1	1	 	 	 	 			
wf	106.41	106.41	 	 	 	 			
d002.s003.t001	points	point	N	پوائنٹس	پوائنٹس	bn:00025966n	FALSE		
wf	.	.	 	 	 	 			
wf	Frankly	frankly	 	 	 	 			
wf	","	","	 	 	 	 			
wf	the	the	 	 	 	 			
d002.s004.t000	market	market	N	مارکیٹ	مارکیٹ	bn:00053460n	FALSE		
wf	is	be	 	 	 	 			
wf	very	very	 	 	 	 			
wf	calm	calm	 	 	 	 			
wf	","	","	 	 	 	 			
wf	observes	observe	 	 	 	 			
wf	Mace	mace	 	 	 	 			
wf	Blicksilver	blicksilver	 	 	 	 			
wf	of	of	 	 	 	 			
wf	Marblehead	marblehead	 	 	 	 			
wf	Asset	asset	 	 	 	 			
wf	Management	management	 	 	 	 			
wf	.	.	 	 	 	 			
wf	It	it	 	 	 	 			
wf	remains	remain	 	 	 	 			
wf	within	within	 	 	 	 			
wf	a	a	 	 	 	 			
d002.s005.t000	narrow margin	narrow_margin	N	تنگ	تنگ	bn:00056870n	FALSE		
wf	;	;	 	 	 	 			
d002.s005.t002	volumes	volume	N	تجارتی	تجارتی	bn:00013768n	FALSE		
wf	have	have	 	 	 	 			
wf	become	become	 	 	 	 			
wf	very	very	 	 	 	 			
wf	weak	weak	 	 	 	 			
wf	","	","	 	 	 	 			
wf	and	and	 	 	 	 			
wf	I	I	 	 	 	 			
wf	think	think	 	 	 	 			
wf	that	that	 	 	 	 			
wf	this	this	 	 	 	 			
wf	will	will	 	 	 	 			
wf	remain	remain	 	 	 	 			
wf	the	the	 	 	 	 			
wf	until	until	 	 	 	 			
wf	the	the	 	 	 	 			
wf	of	of	 	 	 	 			
wf	the	the	 	 	 	 			
wf	.	.	 	 	 	 			
wf	The	the	 	 	 	 			
d002.s006.t000	trend	trend	N	رجحان	رجحان	bn:00076496n	TRUE		
wf	was	be	 	 	 	 			
wf	supported	support	 	 	 	 			
wf	by	by	 	 	 	 			
wf	the	the	 	 	 	 			
d002.s006.t001	publication	publication	N	شائع	شائع	bn:00065107n	FALSE		
wf	of	of	 	 	 	 			
wf	better	better	 	 	 	 			
wf	than	than	 	 	 	 			
wf	expected	expect	 	 	 	 			
wf	economic	economic	 	 	 	 			
d002.s006.t002	indicators	indicator	N	بحالی	بحالی	bn:00046418n	FALSE		
wf	","	","	 	 	 	 			
wf	which	which	 	 	 	 			
wf	``	``	 	 	 	 			
wf	have	have	 	 	 	 			
wf	contributed	contribute	 	 	 	 			
wf	to	to	 	 	 	 			
wf	improving	improve	 	 	 	 			
d002.s006.t003	market	market	N	مارکیٹ	مارکیٹ	bn:00053460n	FALSE		
d002.s006.t004	opinion	opinion	N	رائے	رائے	bn:00059168n	TRUE		
wf	in	in	 	 	 	 			
d002.s006.t005	relation	relation	N	حوالے	حوالہ	bn:00066995n	FALSE		
wf	to	to	 	 	 	 			
wf	the	the	 	 	 	 			
d002.s006.t006	robustness	robustness	N	مضبوطی	مضبوطی	bn:00042963n	FALSE		
wf	of	of	 	 	 	 			
wf	the	the	 	 	 	 			
wf	economic	economic	 	 	 	 			
d002.s006.t007	recovery	recovery	N	بحالی	بحالی	bn:00066597n	FALSE		
wf	''	''	 	 	 	 			
wf	","	","	 	 	 	 			
wf	summarised	summarise	 	 	 	 			
wf	Charles	charle	 	 	 	 			
wf	Schwab	schwab	 	 	 	 			
wf	's	's	 	 	 	 			
d002.s006.t008	analysts	analyst	N	کاروں	کار	bn:00003802n	FALSE		
wf	.	.	 	 	 	 			
wf	In	in	 	 	 	 			
wf	the	the	 	 	 	 			
d002.s007.t000	United States	united_states	N	متحدہ	متحدہ	bn:00003341n	TRUE		
wf	","	","	 	 	 	 			
wf	retail	retail	 	 	 	 			
d002.s007.t001	sales	sale	N	خوردہ	خوردہ	bn:00068916n	FALSE		
wf	have	have	 	 	 	 			
wf	increased	increase	 	 	 	 			
wf	by	by	 	 	 	 			
wf	1.3	1.3	 	 	 	 			
wf	%	%	 	 	 	 			
wf	in	in	 	 	 	 			
d002.s007.t002	November	november	N	میں	میں	bn:00058192n	FALSE		
wf	","	","	 	 	 	 			
wf	for	for	 	 	 	 			
wf	the	the	 	 	 	 			
wf	second	second	 	 	 	 			
d002.s007.t003	month	month	N	دوسرے	دوسرا	bn:00014710n	FALSE		
wf	in	in	 	 	 	 			
wf	a	a	 	 	 	 			
wf	","	","	 	 	 	 			
wf	and	and	 	 	 	 			
wf	far	far	 	 	 	 			
wf	more	more	 	 	 	 			
wf	than	than	 	 	 	 			
wf	predicted	predict	 	 	 	 			
wf	.	.	 	 	 	 			
wf	Moreover	moreover	 	 	 	 			
wf	","	","	 	 	 	 			
wf	the	the	 	 	 	 			
d002.s008.t000	confidence	confidence	N	اعتماد	اعتماد	bn:00021743n	TRUE		
wf	of	of	 	 	 	 			
wf	American	american	 	 	 	 			
d002.s008.t001	consumers	consumer	N	صارفین	صارف	bn:00022095n	FALSE		
wf	has	have	 	 	 	 			
wf	clearly	clearly	 	 	 	 			
wf	bounced	bounce	 	 	 	 			
wf	back	back	 	 	 	 			
wf	in	in	 	 	 	 			
d002.s008.t002	December	december	N	دسمبر	دسمبر	bn:00025645n	TRUE		
wf	","	","	 	 	 	 			
wf	to	to	 	 	 	 			
wf	73.4	73.4	 	 	 	 			
wf	against	against	 	 	 	 			
wf	67.4	67.4	 	 	 	 			
wf	the	the	 	 	 	 			
wf	previous	previous	 	 	 	 			
d002.s008.t003	month	month	N	مہینے	مہینہ	bn:00014710n	TRUE		
wf	","	","	 	 	 	 			
wf	according	accord	 	 	 	 			
wf	to	to	 	 	 	 			
wf	preliminary	preliminary	 	 	 	 			
d002.s008.t004	estimates	estimate	N	تخمینوں	تخمین	bn:00005164n	TRUE		
wf	from	from	 	 	 	 			
wf	Michigan	michigan	 	 	 	 			
wf	University	university	 	 	 	 			
wf	's	's	 	 	 	 			
d002.s008.t005	index	index	N	انڈیکس	انڈیکس	bn:00046418n	FALSE		
wf	.	.	 	 	 	 			
wf	The	the	 	 	 	 			
d002.s009.t000	indices	index	N	انڈیکس	انڈیکس	bn:00046418n	FALSE		
wf	have	have	 	 	 	 			
wf	","	","	 	 	 	 			
wf	however	however	 	 	 	 			
wf	","	","	 	 	 	 			
wf	been	be	 	 	 	 			
wf	slowed	slow	 	 	 	 			
wf	by	by	 	 	 	 			
wf	a	a	 	 	 	 			
wf	renewed	renew	 	 	 	 			
d002.s009.t001	rise	rise	N	کی	کرنا	bn:00067923n	TRUE		
wf	of	of	 	 	 	 			
wf	the	the	 	 	 	 			
d002.s009.t002	dollar	dollar	N	ڈالر	ڈالر	bn:00028114n	FALSE		
wf	","	","	 	 	 	 			
wf	to	to	 	 	 	 			
wf	a	a	 	 	 	 			
wf	new	new	 	 	 	 			
wf	two-month	two-month	 	 	 	 			
d002.s009.t003	high	high	N	بلند	بلند	bn:00044024n	TRUE		
wf	against	against	 	 	 	 			
wf	the	the	 	 	 	 			
d002.s009.t004	Euro	euro	N	یورو	یورو	bn:00031888n	TRUE		
wf	","	","	 	 	 	 			
wf	which	which	 	 	 	 			
wf	``	``	 	 	 	 			
wf	puts	put	 	 	 	 			
wf	downward	downward	 	 	 	 			
d002.s009.t005	pressure	pressure	N	دباؤ	دباؤ	bn:00064262n	TRUE		
wf	on	on	 	 	 	 			
wf	the	the	 	 	 	 			
d002.s009.t006	sectors	sector	N	شعبوں	شعبہ	bn:00070206n	FALSE		
wf	that	that	 	 	 	 			
wf	are	be	 	 	 	 			
wf	sensitive	sensitive	 	 	 	 			
wf	to	to	 	 	 	 			
wf	the	the	 	 	 	 			
wf	economic	economic	 	 	 	 			
d002.s009.t007	situation	situation	N	صورتحال	صورتحال	bn:00071869n	TRUE		
wf	''	''	 	 	 	 			
wf	","	","	 	 	 	 			
wf	explained	explain	 	 	 	 			
wf	Owen	owen	 	 	 	 			
wf	Fitzpatrick	fitzpatrick	 	 	 	 			
wf	from	from	 	 	 	 			
wf	Deutsche	deutsche	 	 	 	 			
wf	Bank	bank	 	 	 	 			
wf	.	.	 	 	 	 			
d002.s010.t000	Technology	technology	N	ٹیکنالوجی	ٹیکنالوجی	bn:00005105n	FALSE		
d002.s010.t001	securities	security	N	سیکیورٹیز	سیکیورٹیز	bn:00017368n	FALSE		
wf	have	have	 	 	 	 			
wf	thereby	thereby	 	 	 	 			
wf	lost	lose	 	 	 	 			
wf	some	some	 	 	 	 			
d002.s010.t002	ground	ground	N	زمین	زمین	bn:00008870n	TRUE		
wf	.	.	 	 	 	 			
wf	The	the	 	 	 	 			
wf	bond	bond	 	 	 	 			
wf	market	market	 	 	 	 			
wf	has	have	 	 	 	 			
wf	fallen	fall	 	 	 	 			
wf	.	.	 	 	 	 			
wf	10-year	10-year	 	 	 	 			
d002.s012.t001	bond	bond	N	بانڈز	بانڈز	bn:00011974n	FALSE		
d002.s012.t002	yields	yield	N	ہوا	ہونا	bn:00047691n	TRUE		
wf	have	have	 	 	 	 			
wf	grown	grow	 	 	 	 			
wf	to	to	 	 	 	 			
wf	3.540	3.540	 	 	 	 			
wf	%	%	 	 	 	 			
wf	against	against	 	 	 	 			
wf	3.482	3.482	 	 	 	 			
wf	%	%	 	 	 	 			
wf	on	on	 	 	 	 			
d002.s012.t003	Tuesday	tuesday	N	منگل	منگل	bn:00078546n	TRUE		
d002.s012.t004	evening	evening	N	رات	رات	bn:00031998n	FALSE		
wf	","	","	 	 	 	 			
wf	and	and	 	 	 	 			
wf	30-year	30-year	 	 	 	 			
d002.s012.t005	bond	bond	N	بانڈز	بانڈز	bn:00011974n	FALSE		
d002.s012.t006	yields	yield	N	ہوا	ہونا	bn:00047691n	TRUE		
wf	are	be	 	 	 	 			
wf	at	at	 	 	 	 			
wf	4.497	4.497	 	 	 	 			
wf	%	%	 	 	 	 			
wf	against	against	 	 	 	 			
wf	4.492	4.492	 	 	 	 			
wf	%	%	 	 	 	 			
wf	the	the	 	 	 	 			
wf	previous	previous	 	 	 	 			
d002.s012.t007	evening	evening	N	رات	رات	bn:00031998n	FALSE		
wf	.	.	 	 	 	 			
wf	Iraqi	iraqi	 	 	 	 			
wf	Oil	oil	 	 	 	 			
wf	Ministry	ministry	 	 	 	 			
wf	reaches	reach	 	 	 	 			
d003.s000.t000	deals	deal	N	معاہدے	معاہدہ	bn:00008568n	FALSE		
wf	with	with	 	 	 	 			
wf	10	10	 	 	 	 			
wf	foreign	foreign	 	 	 	 			
d003.s000.t001	oil companies	oil_company	N	تیل	تیل	bn:00058745n	FALSE		
wf	Despite	despite	 	 	 	 			
d003.s001.t000	concerns	concern	N	کے	کا	bn:00021556n	TRUE		
wf	about	about	 	 	 	 			
d003.s001.t001	violence	violence	N	تشدد	تشدد	bn:00080036n	TRUE		
wf	and	and	 	 	 	 			
wf	political	political	 	 	 	 			
d003.s001.t002	instability	instability	N	عدم	عدم	bn:00046933n	TRUE		
wf	","	","	 	 	 	 			
wf	the	the	 	 	 	 			
wf	Iraqi	iraqi	 	 	 	 			
d003.s001.t003	government	government	N	حکومت	حکومت	bn:00007299n	TRUE		
wf	managed	manage	 	 	 	 			
wf	to	to	 	 	 	 			
wf	attract	attract	 	 	 	 			
wf	major	major	 	 	 	 			
d003.s001.t004	oil companies	oil_company	N	تیل	تیل	bn:00058745n	FALSE		
wf	to	to	 	 	 	 			
wf	rebuild	rebuild	 	 	 	 			
wf	its	its	 	 	 	 			
wf	ailing	ailing	 	 	 	 			
d003.s001.t005	infrastructure	infrastructure	N	میں	میں	bn:00008794n	FALSE		
wf	during	during	 	 	 	 			
wf	two	two	 	 	 	 			
d003.s001.t006	auctions	auction	N	دو	دو	bn:00007085n	FALSE		
wf	that	that	 	 	 	 			
wf	concluded	conclude	 	 	 	 			
d003.s001.t007	Saturday	saturday	N	اختتام	اختتام	bn:00068696n	FALSE		
wf	.	.	 	 	 	 			
wf	The	the	 	 	 	 			
wf	10	10	 	 	 	 			
wf	the	the	 	 	 	 			
wf	Iraqi	iraqi	 	 	 	 			
wf	Oil	oil	 	 	 	 			
wf	Ministry	ministry	 	 	 	 			
wf	reached	reach	 	 	 	 			
wf	with	with	 	 	 	 			
wf	foreign	foreign	 	 	 	 			
d003.s002.t001	oil companies	oil_company	N	تیل	تیل	bn:00058745n	FALSE		
wf	suggest	suggest	 	 	 	 			
wf	that	that	 	 	 	 			
d003.s002.t002	China	china	N	کہ	کہ	bn:00016756n	FALSE		
wf	","	","	 	 	 	 			
wf	and	and	 	 	 	 			
wf	European	european	 	 	 	 			
d003.s002.t004	oil	oil	N	یورپی	یورپی	bn:00024112n	FALSE		
d003.s002.t005	firms	firm	N	تیل	تیل	bn:00014160n	FALSE		
wf	are	be	 	 	 	 			
wf	poised	poise	 	 	 	 			
wf	to	to	 	 	 	 			
wf	play	play	 	 	 	 			
wf	a	a	 	 	 	 			
wf	major	major	 	 	 	 			
d003.s002.t006	role	role	N	اہم	اہم	bn:00036823n	FALSE		
wf	in	in	 	 	 	 			
wf	refurbishing	refurbish	 	 	 	 			
d003.s002.t007	Iraq	iraq	N	کرنے	کرنا	bn:00002362n	FALSE		
wf	's	's	 	 	 	 			
wf	","	","	 	 	 	 			
wf	crippled	cripple	 	 	 	 			
wf	by	by	 	 	 	 			
d003.s002.t009	decades	decade	N	متاثر	متاثر	bn:00025646n	FALSE		
wf	of	of	 	 	 	 			
d003.s002.t010	war	war	N	دہائیوں	دہائی	bn:00080439n	FALSE		
wf	and	and	 	 	 	 			
d003.s002.t011	sanctions	sanction	N	جنگ	جنگ	bn:00069122n	FALSE		
wf	.	.	 	 	 	 			
wf	American	american	 	 	 	 			
d003.s003.t000	companies	company	N	کمپنیوں	کمپنی	bn:00021286n	TRUE		
wf	walked	walk	 	 	 	 			
wf	away	away	 	 	 	 			
wf	with	with	 	 	 	 			
d003.s003.t001	stakes	stake	N	حصص	حصص	bn:00047081n	FALSE		
wf	in	in	 	 	 	 			
wf	just	just	 	 	 	 			
wf	two	two	 	 	 	 			
wf	of	of	 	 	 	 			
wf	the	the	 	 	 	 			
wf	10	10	 	 	 	 			
wf	auctioned	auction	 	 	 	 			
d003.s003.t002	fields	field	N	کھیتوں	کھیت	bn:00034265n	TRUE		
wf	.	.	 	 	 	 			
wf	Seven	seven	 	 	 	 			
wf	American	american	 	 	 	 			
d003.s004.t000	companies	company	N	کمپنیوں	کمپنی	bn:00021286n	TRUE		
wf	had	have	 	 	 	 			
wf	paid	pay	 	 	 	 			
wf	to	to	 	 	 	 			
wf	participate	participate	 	 	 	 			
wf	in	in	 	 	 	 			
wf	the	the	 	 	 	 			
wf	second	second	 	 	 	 			
d003.s004.t001	auction	auction	N	نیلامی	نیلامی	bn:00007085n	FALSE		
wf	","	","	 	 	 	 			
wf	which	which	 	 	 	 			
wf	began	begin	 	 	 	 			
d003.s004.t002	Friday	friday	N	جمعہ	جمعہ	bn:00036512n	TRUE		
wf	.	.	 	 	 	 			
wf	The	the	 	 	 	 			
wf	only	only	 	 	 	 			
wf	one	one	 	 	 	 			
wf	that	that	 	 	 	 			
wf	submitted	submit	 	 	 	 			
wf	a	a	 	 	 	 			
wf	lost	lose	 	 	 	 			
wf	.	.	 	 	 	 			
wf	Two	two	 	 	 	 			
wf	American	american	 	 	 	 			
d003.s006.t000	companies	company	N	کمپنیوں	کمپنی	bn:00021286n	TRUE		
wf	reached	reach	 	 	 	 			
d003.s006.t001	deals	deal	N	معاہدے	معاہدہ	bn:00014152n	FALSE		
wf	for	for	 	 	 	 			
d003.s006.t002	fields	field	N	کھیتوں	کھیت	bn:00034265n	TRUE		
wf	auctioned	auction	 	 	 	 			
wf	in	in	 	 	 	 			
wf	.	.	 	 	 	 			
wf	The	the	 	 	 	 			
wf	meager	meager	 	 	 	 			
d003.s007.t000	representation	representation	N	نمائندگی	نمائندگی	bn:00067192n	TRUE		
wf	of	of	 	 	 	 			
wf	American	american	 	 	 	 			
d003.s007.t001	oil	oil	N	تیل	تیل	bn:00024112n	TRUE		
wf	in	in	 	 	 	 			
d003.s007.t003	Iraq	iraq	N	عراق	عراق	bn:00002362n	TRUE		
wf	's	's	 	 	 	 			
wf	opening	open	 	 	 	 			
d003.s007.t004	oil industry	oil_industry	N	تیل	تیل	bn:00058741n	FALSE		
wf	surprised	surprise	 	 	 	 			
wf	.	.	 	 	 	 			
d003.s008.t000	Iraq	iraq	N	عراق	عراق	bn:00002362n	TRUE		
wf	finally	finally	 	 	 	 			
wf	opened	open	 	 	 	 			
wf	its	its	 	 	 	 			
d003.s008.t001	doors	door	N	دروازے	دروازہ	bn:00028249n	TRUE		
wf	after	after	 	 	 	 			
wf	six	six	 	 	 	 			
d003.s008.t002	years	year	N	سال	سال	bn:00078738n	TRUE		
wf	of	of	 	 	 	 			
d003.s008.t003	war	war	N	جنگ	جنگ	bn:00080439n	TRUE		
wf	","	","	 	 	 	 			
wf	and	and	 	 	 	 			
wf	instead	instead	 	 	 	 			
wf	of	of	 	 	 	 			
d003.s008.t004	U.S.	u.s.	N	امریکی	امریکی	bn:00003341n	TRUE		
d003.s008.t005	companies	company	N	کمپنیوں	کمپنی	bn:00021286n	TRUE		
wf	","	","	 	 	 	 			
wf	you	you	 	 	 	 			
wf	have	have	 	 	 	 			
wf	Asians	asian	 	 	 	 			
wf	and	and	 	 	 	 			
wf	Europeans	european	 	 	 	 			
wf	leading	lead	 	 	 	 			
wf	the	the	 	 	 	 			
wf	","	","	 	 	 	 			
wf	said	say	 	 	 	 			
wf	Ruba	ruba	 	 	 	 			
wf	Husari	husarus	 	 	 	 			
wf	","	","	 	 	 	 			
wf	the	the	 	 	 	 			
d003.s008.t007	editor	editor	N	ایڈیٹر	ایڈیٹر	bn:00029774n	FALSE		
wf	of	of	 	 	 	 			
wf	Iraq	iraq	 	 	 	 			
wf	Oil	oil	 	 	 	 			
wf	Forum	forum	 	 	 	 			
wf	","	","	 	 	 	 			
wf	an	a	 	 	 	 			
wf	online	online	 	 	 	 			
d003.s008.t008	news	news	N	نیوز	نیوز	bn:00057546n	FALSE		
d003.s008.t009	outlet	outlet	N	ایجنٹ	ایجنٹ	bn:00054409n	FALSE		
wf	.	.	 	 	 	 			
wf	It	it	 	 	 	 			
wf	will	will	 	 	 	 			
wf	be	be	 	 	 	 			
wf	a	a	 	 	 	 			
wf	before	before	 	 	 	 			
wf	anything	anything	 	 	 	 			
wf	else	else	 	 	 	 			
wf	will	will	 	 	 	 			
wf	be	be	 	 	 	 			
wf	on	on	 	 	 	 			
wf	in	in	 	 	 	 			
d003.s009.t002	Iraq	iraq	N	میں	میں	bn:00002362n	FALSE		
wf	.	.	 	 	 	 			
d003.s010.t000	Concerns	concern	N	متعلق	متعلق	bn:00021556n	TRUE		
wf	over	over	 	 	 	 			
d003.s010.t001	security	security	N	سیکیورٹی	سیکیورٹی	bn:00070225n	FALSE		
wf	","	","	 	 	 	 			
wf	underscored	underscore	 	 	 	 			
wf	by	by	 	 	 	 			
wf	massive	massive	 	 	 	 			
wf	coordinated	coordinate	 	 	 	 			
d003.s010.t002	bombings	bombing	N	دھماکوں	دھماکہ	bn:00011946n	FALSE		
d003.s010.t003	Tuesday	tuesday	N	منگل	منگل	bn:00078546n	TRUE		
wf	","	","	 	 	 	 			
wf	and	and	 	 	 	 			
wf	political	political	 	 	 	 			
d003.s010.t004	instability	instability	N	عدم	عدم	bn:00046933n	TRUE		
wf	as	as	 	 	 	 			
wf	the	the	 	 	 	 			
d003.s010.t005	U.S.	u.s.	N	امریکی	امریکی	bn:00003341n	TRUE		
d003.s010.t006	military	military	N	فوج	فوج	bn:00005732n	TRUE		
